review_id,category,text,label
review_230145,drinks,"Red Room Saloon is one of those places that you just don't really know about. It's funny because I knew it was a flair bar, but I've been too busy to go. My friends work there and I was just in shock when I went to open bar. Red Room is a small little bar with some tables and seats...recognized from Target. It's got gaming and 1 circle bar. It's funny because I saw some old friends. Erin who actually taught me to flair. There's Mike from Kahunaville. Toby Ellis, one of the best bartenders in the world. Then Mike showed me to a booth and found out he owned the place. Now Red Room has lots of potential. It was an open bar event hosted by spyonvegas.com and Skyy Vodka. Knowing who was serving drinks I knew it would be good. Definitely a fun place. The dj was cool. Not your typical top 40. Come on he made Neil Diamond cool. Definitely a lil off kilter, local bar. So yes a 5 star to support my friends and to support the community! Ok wait...knock off one star cuz parking did suck.",3
review_111522,drinks,"My girlfriend was in from Canada, so I took her to Mill Ave...we hit a lot of places, but this was by far the best. Awesome staff and selections!",4
review_646574,drinks,The Perq is probably one of the best sections in SLS.\n\nA solid place to grab an espresso drink on my way out.,3
review_172835,drinks,"For as long as i remember, I've always made it a point to stop and grab a meal here when I'm in Vegas. The location isn't too hard to find as it is in the Hard Rock Hotel. Atmosphere of the place is on the hip, rocker side. Some attractive guests and hostesses. \n\nThe selection of tequila and speciality drinks are really good. If you wanna try a particular tequila, this is a good place to try ones you may not of heard of. My particular favs would be Tequila Corralejo and Casa Noble. The Mi Casa margarita on the rocks is a great starter. \n\nMy main food order is usually the tacos. Either the carne asada, carnitas or the fish. The salsa is really good to with tortialla chips which are a bit on the thicker side so it has a nice crunch to it.",2
review_294724,drinks,"I don't drink ANY beer except for San Tan Sunspot Gold. This place has great food and fun people every time I go. It gets crowded at night and its pretty loud all the time, so I would not suggest having a business lunch here. Otherwise the staff are friendly, fast and get your order right. I really respect the owners/managers and choose to come here before anywhere else in Chandler to get my drink on.",3
review_362126,drinks,"I have to admit that I kind of like the idea of a donut place on Mill Avenue. \n\nThe store itself is small......it's more of a 'strip' than a full store if that makes any sense. It's a donut rack and cash register on the left....and a large self-serve coffee/beverage area on the right. And that's about it. \n\nBut I walked in, got two donuts, and was out in a jiffy. And there's nothing wrong with that.",2
review_607001,drinks,A nice selection of his own wines and others. Food was fantastic!   Had the stuffed mushrooms and pulled peek sliders. Yummy!  And everyone was very friendly!   Great combination. . Loved the atmosphere!,3
review_43608,drinks,"Love this place. I've been going to Zinc for several years and look forward to going for years to come. \n\nIt's dark?  Well yeah, that's the point! Those who are uncomfortable in the \""beautiful people\"" world of North Scottsdale will not be happy. BTW they have someone the best bartenders in town. Go on a Friday afternoon/evening, sit at the corner of the bar and have fun.",4
review_397973,drinks,Love this place. This stop is a must on my way to work. Just wish there was one closer to my house.,4
review_574537,drinks,"Coming from Southern California, the Boba(bubble tea) and milk tea here pales in comparison to what can be found in my home area. \n\nThe boba tasted meh. It was chewy, didn't taste fresh, and wasn't very good.\n\nThe milk tea itself was not horrible, but I've definitely had better. I had a taro milk tea. \n\nCustomer service was great though! \n\nMy advice, find another place for Boba and milk tea. Come here if only if you are really craving it, and do not have any other options.",1
review_47074,drinks,"I happened upon this place by accident.  My phone was being repaired at the Sprint store and I had to kill a couple hours.  I'm on holidays and didn't want to drive around, so I stopped into the bar for a couple beers.\n\nI did not eat.   The server was very friendly and efficient.  She chatted when I made conversation.  \n\nI really can't give a full review since I didn't eat, but I did enjoy the bar and the patio was beautiful!\n\nThey also have a shuttle service if you drink too much and need a rid home.",2
review_428822,drinks,Great place to hang out.  Kind of like a Cheers; where everyone knows your name.  Food was good & bartenders friendly.  Will definitely go again. :),3
review_374823,drinks,"Just for the sake of having Frozen Yogurt , You can visit here. Their Yogyrt is creamy like a icecream so i am not fan of it. Somebody who has eaten Frozen yogurt at yogurtland will not prefer to have this. It has nice seating though and right on Downtown Mill Avenue.",1
review_199572,drinks,"I regret suggesting we try this place again. I'd thought maybe the dessert would live up to its reputation in NYC but alas, I was wrong. Twice.\n\nThe 5th Avenue cream pie sucked big time. How can they go wrong? Could it be the water? \n\nI will definitely go to the original one in NYC when I visit next time. The cheesecakes, 5th Avenue and the borscht are the best there. \n\nSorry DD.",0
review_304507,drinks,"For me, it doesnt get much better then this. Well organized and a staff that actually knows about wine. VERY well priced as well. My BFF and I were in there last night to start shopping for wine for her impending wedding (sounds doom like, eh?). We found so many bargains we walked out of there with 14 different bottles to taste including several that were under 2 bucks (look out Charles Shaw!).. I tried the cab last night.. not to shabby, fruity and not to complex.. very accessible for non red lovers.. anyhoo one of the sales guys was so helpful! He turned me on (yes he was cute) to a section that was dedicated to Portugal.. who knew? Great value here and no stupid discount card needed!!",4
review_80712,drinks,"I love the Silver Surfer Margarita here. Service can sometimes be spotty but I can overlook that for this place. Lots of beers on tap too! The NODA area is a great place for a night out. Live music, great food and fun people. Cabo is definitely one of my favorite casual restaurant/bars in Charlotte to hang out with friends and people watch. The food has been inconsistent lately. I've been sticking to the Shrimp Tacos. The complimentary chips have been really stale and nasty lately. Love the bigger space and two bar areas as well as the outside seating.",3
review_609326,drinks,"My first Turkish coffee! It's super strong and bitter but I'm used to Italian espresso so everything will be alright. Served with a little cube of Turkish delight on the most gorgeous china.\n\nOverall vibes are much preferred over Neve aka university study hall central across the street. \n\nMenu serves up bagels, mezzes and muffins. \n\nNice to see a coffee shop in Montreal doing something a little differently.",3
review_283451,drinks,"It's as good as it gets for Scottsdale Espresso but watch your \""barista\"" if it doesn't take 11-18 seconds for an espresso pull it's coming out too fast. I am not a snob, I just know espresso and it's not because I worked at a Starbucks how DARE you!... oh damn, I am a snob. That's good for you, because you can trust me. So if you like gelato- it rocks, if you like espresso and feel a little \"" hip \"" go there and have a nice espresso or espresso drink. Another tip ? okay glad you asked- It should take about 10 seconds for the sprinkled sugar to break through the crema on top of the espresso ( that brownish head on top) if it doesn't - It's not the best it can be. \nYes I make them at home that well.",4
review_395505,drinks,"First off, I generally do not like most US. micro breweries. With that said this place is different- it's ALL about the beer, and they have done a great job. \n\nCheers!",3
review_10968,drinks,"Another great local cafe found by the power of yelp! This cafe is right by the major highways and was on my way driving through IL. Its on your right side after you turn into the street and the sign is easy to find. This place has lots of seating, a great big fireplace in the middle with couches around it makes the environment very inviting to sit down and chat with friends/coworkers. I tried an iced mocha with whipped cream topped, they offer their coffee in 3 sizes. With my iced mocha I also ordered a chocolate croissant. Both were delicious and there were so many different choices in dessert that i want to try! Next time Im in the area I am definetly going to have to try their tiramisu!!",3
review_482351,drinks,"I have to say this is my NEW fav!!!  Kennedy's Premium Bar & Grill is the newest addition to the historic Elizabeth area of Charlotte.  Great new deck with mini fire pits, lots of seating, and nice wide screen TV's inside AND out!  I think it just might be one of the better places to hang outside on a pretty day around Charlotte or when you're interested in catching a sporting event out and about!  Not a bad seat in the house that I could tell for TV access!  How's the food?  We had the Fried Goat Cheese Salad, which was a bit bland for my liking, but the Fish and Chips were scrumptious!  And there were a lot of other items that I look forward to checking out soon.  After eating we moved inside for trivia night (which we proceeded to win by the way!).  Really like the coziness of Kennedy's!  It just feels good.  Think I'll be going back this week....",3
review_213748,drinks,"I really do LOVE this Bar and Grill!!  We came here while visiting Vegas, and there is nothing wrong with a bar that rings a bell and pours shots directly into your mouth!\n\nWe had the nachos, and they were amazing.  I also ordered one of their mixed drinks that came in a HUGE mason jar.  it puts those rinky dink mason jars to shame!!\n\nMy friend and I took a few shots before/during the meal, so I thought the food was amazing at the time--that might cloud my review, just FYI.  But the nachos were amazing as was my burger.  And my friends' fries :)\n\nThere was a sign outside the door that was a little off-putting, though.  It said there was a 90 minute time limit for diners.  However, we were there for over two hours and our waitress couldn't have cared less!",3
review_447048,drinks,"I agree with others who thought it's a tad overpriced.  A group of us on a Sunday bike ride (the pedal kind) had a pit stop there and for some reason they have happy hour every day of the week - except Sundays.  Spring training season was over so the place was barely a quarter full on a lazy afternoon.  It's a nice place, but 3 domestic beers + tax/tip cost $18.   I'd expect to pay that at a club at night, but it's not a place I'd stop by again during the day for a casual bev with friends.  For some reason, a lot of Old Town places don't seem to realize there's a big difference between the day crowd and the night crowd.",1
review_474760,drinks,"Einstein Bros is one of the few franchises I respect, so this review is not about the food (although my lox was a bit sparing on the cream cheese); it's about the service.\n\nI came here quite cheery on a Saturday morning, and the one taking the orders was in such a vile mood.  I had to repeat my order to her several times because she was mumbling under her breath to repeat my order back to me, all while glaring at me as if to project whatever problems she was having. Fine.  Whatever.  However, even after finishing my meal she continued to be huffy, publicly.  I've never seen such a display before in front of so many customers.\n\nWarning to businesses about employee morale.",0
review_470825,drinks,"I actually visited this place twice in one day.  Both were fairly bad experiences.  The first time, the bar was empty so I sat by a table and it took a good while before I got a menu, or was asked what I wanted.  It also took awhile to just get a beer.  I ordered a simple meal and one beer and still didn't get to leave for over an hour!  I had to go to the bartender b/c the waiter was nowhere to be found and the manager had to cash me out.  I came back later that day, and literally stood in a packed bar for over 1 1/2 hours.  After being told by the hostess that a waitress is serving the area, I never once was offered a beer or anything to drink.  The waitress in the area just ignored me.  Their service is the worst i've ever seen in my entire life.  Blue 32 in Hermosa is much better.  I will never go to this bar again nor will I endorse it for anyone.  It's the worst bar in scottsdale as far as I'm concerned.",0
review_448564,drinks,"My girlfriends brought me here for my birthday lunch.. Food was great.. Margarita's were even better! Especially the Skinny Margarita (which I added GrandMa too and it became a \""somewhat thin\"" Margarita). Lori our bartender was very patient with us.. which was SO needed, as my GF's can be very High Maintenance! Great atmosphere.. we people watched -which is always fun in Vegas.  \n\nThanks for making my birthday lunch a fun time and Thanks Lori for being very attentive and giving us great service!",3
review_4213,drinks,"The frozen cosmos and mimosas are great, especially on special during happy hour. They also have a great list of beers and other cocktails. \nThe menu is a little creative but has mostly basic bar food. If salad is your thing you must get the one with beets and goat cheese.",3
review_185010,drinks,"Since we sat in the Vino Lounge for our UYE last night, I guess it's appropriate that I post my review here :)\n\nIt was kind of a quiet Sunday evening, but it was the perfect place to chill with a group of people.  The breeze on the patio was refreshing and like Kristin said, they did a good job with the decor with the white linen curtains shielding you from a view of the parking lot...\n\nJanuary, our server, was extremely outgoing and sweet.  I had several glasses of the Sauv Blanc which was light, crisp, and fresh - the ideal beverage for the warm evening we had!  It went well with the food I tasted as well... I tried the petite lobster corn dogs (how can you not order those?!); the handcut pomme frites dusted with indian curry and murray river saltl short rib, seared scallops with yellow curry foam and mango caviar; roasted baby artichokes with brown butter and fifty-year-old spanish sherry; and wild mushrooms with cognac and chervil.  My bf had all of those as well as the cheese plate.  We enjoyed everything we had, even though the servings were pretty small.  I expected the items that were on the dinner menu to be larger portion sizes, but everything was on the small side, so be prepared!\n\nThe menu items we ordered added up and got a little bit pricey, but it was a fun evening, so it was worth it!  Thanks again to all of you who came to hang... we'll have to do it again soon!",3
review_623979,drinks,Ducked in for a coffee and found a great French breakfast.  Little bit of Paris in Pittsburgh.,3
review_459888,drinks,"Food was good, not great but I loved that they had so many different types of bottled soda. Would come back, if not for just a soda!",3
review_419284,drinks,"I try to avoid this location as much as possible, but it's one of the only Starbucks close to my Thursday commute. They service is SLOW. The employees are friendly, but so many other locations have their service down to a science. Bring a book or your cell phone in. You'll be waiting a good 5 to 7 minutes if there's a line.",1
review_448363,drinks,Pricey and salty. Shakes are good.,1
review_354632,drinks,"The Blue Blazer is quite a traditional pub that is situated near the strip clubs of the West Port. However, despite its proximity to the sleaze of this area it manages to retain an air of civility and is generally a nice place to drink. The bar is very beautiful (wooden and old fashioned) and stocks a wide choice of whisky and real ales. This pub's speciality is rum though, and if you fancy trying one from their large selection ask the bar man's advice and he'll point you in the right direction. The prices here are not particularly cheap, but this manages to keep the students over the road in The Chanter (every cloud has a silver lining...). If you're looking for a nice traditional pub to drop into after a show at the Lyceum or Usher Hall, the Blue Blazer is perfectly located.",3
review_419472,drinks,"The location is super convenient.... the parking situation, not so...  I've run in here for a time or two to get my afternoon coffee fix, one where I attempted to park and almost got hit by 2 cars... the other through the drive through, when it was less busy, but still managed to have a close call with one of the cars trying to leave the parking lot at the same time.\n\nIt's on Kings so everything is sort of crammed into the area.  It would be nice to be walking on the newly constructed/(still under construction) green-way and then stop in (take the cars out of the equation).  \n\nEh.... near death experiences aside, it's definitely worth the risk for coffee.",2
review_267538,drinks,"We didn't get to spend nearly as much time here as we would like to have.  We got into Vegas at 1pm and after checking in and unpacking, it was nearly 2 before we got there.  We had dinner reservations at Treasures (see review) at 8 so we didn't want to eat too much.    \n\nWe were seated quickly in a cozy and comfortable corner of the place.  I WANTED the shepherds pie but again given that we didn't want to eat too much we ordered the onion rings and the Beer Cheese dip.  \n\nImpulsively I ordered a Guinness and it was not until later that I realized that this place knows the difference between a Black and Tan (Guinness and Bass) and a Half and Half (Guinness and Harp) knowing the difference makes all of the difference in the world to an Irish Pub Snob like me.  \n\nThe onion rings were VERY good and I believe made with their Bloody Mayr mix.\n\nThe Beer Cheese dip... lets just say... that was fantastic!  served with a verity of breads and what appeared to be a bit of a Parmesan crust on top of the dip, it was heavenly.  And here's the thing... I really don't like chess all that much, this was something my wife ordered.  \n\nDespite being in a Las Vegas Casino the place had a warm and cozy feeling to it and inspired talk of opening up our own pub when we retire.",3
review_461463,drinks,"I love coming here on early weekend mornings, before it gets crazy crowded. As soon as you walk in the doors, you feel like you've left Vegas all together. It's very relaxed, and the staff are super friendly. I love that they serve my tea in a tea press, and that they bake those yummy pastries on site.",4
review_512614,drinks,"My experience this morning at dunkin was very distasteful, and by that I dont mean the donuts, I mean the service. Shaunay was vey rude and had attitude about everything I was asking him. He stood there twiddling his fingers and had no smile on his face what so ever. He didnt even say hello or good morning to me. Im really disappointed about my experience here this morning. It made me feel upset and unwelcome for my business. To be honest it kinda spoiled my morning. I dont think I will be returning to this location anytime soon.",0
review_186329,drinks,"Delis ish Pizza, dessert crepes, wine and fun environment. Def recommend for date night, anniversaries or whatever.",3
review_493142,drinks,The bartender was really nice. I had a verbena with that strange flower and it was intense! My wife had a Thai iced tea drink. He have her one of those flowers too even though she didn't get their signature drink. The atmosphere was awesome. Not too loud or crowded. You are inside a chandelier so it's really cool to look at. We didn't venture past level 1.5 so we'll have to check more of it out!,3
review_366444,drinks,Had breakfast and dinner there over several days. They make first class omlettes and other terrific breakfast foods but their Bloody Marys are delicious and defintely worth the price. Definitely get one there. It is especially good after all night drinking at the clubs. Dinner was delicious as well. I had excellent Caprese salad followed by well prepared salmon. Service was fine and price is very reasonable for Vegas. Definitely a place to return to,3
review_612320,drinks,"LOVE PRETZELS!  We got the bitz and shared with cheese sauce.  Inhaled all the bite size, soft, and chewy pretzels bites.  YUM.  Had the bubble gum slush to wash down the heavenly pretzel bits.\n\nStaff is friendly and super helpful.",3
review_106857,drinks,"Great staff and excellent Happy Hour!  Non happy hour can be $$$$$, but the food is great!",3
review_561554,drinks,"This is weird to admit, but before I was dragged to Fresh Cup by fellow Yelper Joey M. I was a boba virgin. Just the idea of textured balls in my drink made me a bit creeped out but I was strong and fought through my gagging to visit Fresh Cup.\n\nUpon entering fresh cup Joey M. and I realized we were definitely the only non-Asian customers but we weren't treated any differently which is  fairly refreshing when you dine on Spring Mountain.\n\nThe list of smoothies is long and there are so many intriguingly delicious from Kiwi to Lychee to Taro. They also have all the basic flavors so you don't have to get too crazy if you're trying it for the first time(HONEYDEW=THE NUTS). After trying a boba smoothie that first time I was back at least 3-4 times within 2 weeks to try new flavors.\n\nFresh Cup also has a sweet rewards program which gives you free smoothies every once in a while and as a Jew I can't hate on free stuff. YAY FREE STUFF!",4
review_65737,drinks,"Honey dew slush is my favorite boba drink so far, hate their milk tea, many great desserts and teas . Their crunchy pork w/rice is decent . Customer service is a little slow and not as helpful but it doesn't bother me anymore . Cute little hang out place for little kids .",2
review_65803,drinks,"I've been wanting to hit this place up for AGES, but as we pass by after eating ramen, my male always says, \""No, you already tea, you don't need more,\"" and steers me away to the car. \nOut and about with one my girlies, and we finally stopped here for a drink. \nHoly Crapballs, this place was expensive! I mean, almost 6 bucks for a small iced green tea boba? It's just a bit much. \nThe positives: huge menu of every kind of tea I can think of, and at least a hundred more that I can't. Polite enough service, and the tea was REALLY good. \nDefinitely not a good place for a nice cheap treat though.",2
review_598434,drinks,Best shave ice in Las Vegas by far! Brings me closer to the memories of shave ice from Hawaii. It's the shizzzzznits!,4
review_529296,drinks,"Went here for brunch with my lady on a Sunday morning and it was fantastic. The caf\u00e9 mocha was more like a bowl of delicious coffee chocolate love. Our waiter was attentive, polite, and really nice to talk to. While we waited for our crepes to be made they served up some delicious fresh fruits and some milky choco . The photo says it all!",4
review_464328,drinks,I honestly don't know why I keep coming here (other than it being close to work) The service is terrible and they never have enough people working. There is no reason a smoothie should take 20 minutes to make.,0
